Date,Product_Code,Product_Category,Order_Demand
2012-02-23,Product_0025,Category_005,500.0
2012-02-24,Product_0025,Category_005,500.0
2012-02-25,Product_0025,Category_005,0.0
2012-02-26,Product_0025,Category_005,0.0
2012-02-27,Product_0025,Category_005,0.0
2012-02-28,Product_0025,Category_005,600.0
2012-02-29,Product_0025,Category_005,0.0
2012-03-01,Product_0025,Category_005,400.0
2012-03-02,Product_0025,Category_005,1300.0
2012-03-03,Product_0025,Category_005,0.0
2012-03-04,Product_0025,Category_005,0.0
2012-03-05,Product_0025,Category_005,200.0
2012-03-06,Product_0025,Category_005,800.0
2012-03-07,Product_0025,Category_005,300.0
2012-03-08,Product_0025,Category_005,1800.0
2012-03-09,Product_0025,Category_005,2100.0
2012-03-10,Product_0025,Category_005,0.0
2012-03-11,Product_0025,Category_005,0.0
2012-03-12,Product_0025,Category_005,400.0
2012-03-13,Product_0025,Category_005,2500.0
2012-03-14,Product_0025,Category_005,200.0
2012-03-15,Product_0025,Category_005,0.0
2012-03-16,Product_0025,Category_005,300.0
2012-03-17,Product_0025,Category_005,0.0
2012-03-18,Product_0025,Category_005,0.0
2012-03-19,Product_0025,Category_005,800.0
2012-03-20,Product_0025,Category_005,0.0
2012-03-21,Product_0025,Category_005,200.0
2012-03-22,Product_0025,Category_005,0.0
2012-03-23,Product_0025,Category_005,1000.0
2012-03-24,Product_0025,Category_005,0.0
2012-03-25,Product_0025,Category_005,0.0
2012-03-26,Product_0025,Category_005,100.0
2012-03-27,Product_0025,Category_005,3100.0
2012-03-28,Product_0025,Category_005,100.0
2012-03-29,Product_0025,Category_005,2000.0
2012-03-30,Product_0025,Category_005,500.0
2012-03-31,Product_0025,Category_005,0.0
2012-04-01,Product_0025,Category_005,500.0
2012-04-02,Product_0025,Category_005,3500.0
2012-04-03,Product_0025,Category_005,500.0
2012-04-04,Product_0025,Category_005,1300.0
2012-04-05,Product_0025,Category_005,500.0
2012-04-06,Product_0025,Category_005,1200.0
2012-04-07,Product_0025,Category_005,0.0
2012-04-08,Product_0025,Category_005,0.0
2012-04-09,Product_0025,Category_005,2400.0
2012-04-10,Product_0025,Category_005,100.0
2012-04-11,Product_0025,Category_005,0.0
2012-04-12,Product_0025,Category_005,100.0
2012-04-13,Product_0025,Category_005,200.0
2012-04-14,Product_0025,Category_005,0.0
2012-04-15,Product_0025,Category_005,0.0
2012-04-16,Product_0025,Category_005,0.0
2012-04-17,Product_0025,Category_005,0.0
2012-04-18,Product_0025,Category_005,500.0
2012-04-19,Product_0025,Category_005,100.0
2012-04-20,Product_0025,Category_005,0.0
2012-04-21,Product_0025,Category_005,0.0
2012-04-22,Product_0025,Category_005,0.0
2012-04-23,Product_0025,Category_005,0.0
2012-04-24,Product_0025,Category_005,0.0
2012-04-25,Product_0025,Category_005,2600.0
2012-04-26,Product_0025,Category_005,0.0
2012-04-27,Product_0025,Category_005,0.0
2012-04-28,Product_0025,Category_005,0.0
2012-04-29,Product_0025,Category_005,0.0
2012-04-30,Product_0025,Category_005,0.0
2012-05-01,Product_0025,Category_005,600.0
2012-05-02,Product_0025,Category_005,0.0
2012-05-03,Product_0025,Category_005,0.0
2012-05-04,Product_0025,Category_005,0.0
2012-05-05,Product_0025,Category_005,0.0
2012-05-06,Product_0025,Category_005,0.0
2012-05-07,Product_0025,Category_005,0.0
2012-05-08,Product_0025,Category_005,700.0
2012-05-09,Product_0025,Category_005,800.0
2012-05-10,Product_0025,Category_005,800.0
2012-05-11,Product_0025,Category_005,200.0
2012-05-12,Product_0025,Category_005,0.0
2012-05-13,Product_0025,Category_005,0.0
2012-05-14,Product_0025,Category_005,1000.0
2012-05-15,Product_0025,Category_005,100.0
2012-05-16,Product_0025,Category_005,100.0
2012-05-17,Product_0025,Category_005,500.0
2012-05-18,Product_0025,Category_005,700.0
2012-05-19,Product_0025,Category_005,0.0
2012-05-20,Product_0025,Category_005,0.0
2012-05-21,Product_0025,Category_005,500.0
2012-05-22,Product_0025,Category_005,100.0
2012-05-23,Product_0025,Category_005,400.0
2012-05-24,Product_0025,Category_005,300.0
2012-05-25,Product_0025,Category_005,200.0
2012-05-26,Product_0025,Category_005,0.0
2012-05-27,Product_0025,Category_005,0.0
2012-05-28,Product_0025,Category_005,1000.0
2012-05-29,Product_0025,Category_005,500.0
2012-05-30,Product_0025,Category_005,400.0
2012-05-31,Product_0025,Category_005,800.0
2012-06-01,Product_0025,Category_005,700.0
2012-06-02,Product_0025,Category_005,0.0
2012-06-03,Product_0025,Category_005,0.0
2012-06-04,Product_0025,Category_005,1400.0
2012-06-05,Product_0025,Category_005,200.0
2012-06-06,Product_0025,Category_005,1200.0
2012-06-07,Product_0025,Category_005,600.0
2012-06-08,Product_0025,Category_005,0.0
2012-06-09,Product_0025,Category_005,0.0
2012-06-10,Product_0025,Category_005,0.0
2012-06-11,Product_0025,Category_005,2100.0
2012-06-12,Product_0025,Category_005,1100.0
2012-06-13,Product_0025,Category_005,0.0
2012-06-14,Product_0025,Category_005,0.0
2012-06-15,Product_0025,Category_005,100.0
2012-06-16,Product_0025,Category_005,0.0
2012-06-17,Product_0025,Category_005,0.0
2012-06-18,Product_0025,Category_005,100.0
2012-06-19,Product_0025,Category_005,200.0
2012-06-20,Product_0025,Category_005,1500.0
2012-06-21,Product_0025,Category_005,100.0
2012-06-22,Product_0025,Category_005,1000.0
2012-06-23,Product_0025,Category_005,0.0
2012-06-24,Product_0025,Category_005,0.0
2012-06-25,Product_0025,Category_005,3500.0
2012-06-26,Product_0025,Category_005,1000.0
2012-06-27,Product_0025,Category_005,700.0
2012-06-28,Product_0025,Category_005,500.0
2012-06-29,Product_0025,Category_005,500.0
2012-06-30,Product_0025,Category_005,0.0
2012-07-01,Product_0025,Category_005,0.0
2012-07-02,Product_0025,Category_005,900.0
2012-07-03,Product_0025,Category_005,700.0
2012-07-04,Product_0025,Category_005,1000.0
2012-07-05,Product_0025,Category_005,4600.0
2012-07-06,Product_0025,Category_005,0.0
2012-07-07,Product_0025,Category_005,0.0
2012-07-08,Product_0025,Category_005,0.0
2012-07-09,Product_0025,Category_005,1500.0
2012-07-10,Product_0025,Category_005,1100.0
2012-07-11,Product_0025,Category_005,2500.0
2012-07-12,Product_0025,Category_005,3000.0
2012-07-13,Product_0025,Category_005,500.0
2012-07-14,Product_0025,Category_005,0.0
2012-07-15,Product_0025,Category_005,0.0
2012-07-16,Product_0025,Category_005,0.0
2012-07-17,Product_0025,Category_005,0.0
2012-07-18,Product_0025,Category_005,1700.0
2012-07-19,Product_0025,Category_005,100.0
2012-07-20,Product_0025,Category_005,0.0
2012-07-21,Product_0025,Category_005,0.0
2012-07-22,Product_0025,Category_005,0.0
2012-07-23,Product_0025,Category_005,100.0
2012-07-24,Product_0025,Category_005,2100.0
2012-07-25,Product_0025,Category_005,600.0
2012-07-26,Product_0025,Category_005,600.0
2012-07-27,Product_0025,Category_005,0.0
2012-07-28,Product_0025,Category_005,0.0
2012-07-29,Product_0025,Category_005,0.0
2012-07-30,Product_0025,Category_005,800.0
2012-07-31,Product_0025,Category_005,200.0
2012-08-01,Product_0025,Category_005,500.0
2012-08-02,Product_0025,Category_005,200.0
2012-08-03,Product_0025,Category_005,500.0
2012-08-04,Product_0025,Category_005,0.0
2012-08-05,Product_0025,Category_005,0.0
2012-08-06,Product_0025,Category_005,500.0
2012-08-07,Product_0025,Category_005,2300.0
2012-08-08,Product_0025,Category_005,100.0
2012-08-09,Product_0025,Category_005,4000.0
2012-08-10,Product_0025,Category_005,2700.0
2012-08-11,Product_0025,Category_005,0.0
2012-08-12,Product_0025,Category_005,0.0
2012-08-13,Product_0025,Category_005,100.0
2012-08-14,Product_0025,Category_005,0.0
2012-08-15,Product_0025,Category_005,0.0
2012-08-16,Product_0025,Category_005,0.0
2012-08-17,Product_0025,Category_005,200.0
2012-08-18,Product_0025,Category_005,0.0
2012-08-19,Product_0025,Category_005,0.0
2012-08-20,Product_0025,Category_005,300.0
2012-08-21,Product_0025,Category_005,3100.0
2012-08-22,Product_0025,Category_005,2000.0
2012-08-23,Product_0025,Category_005,200.0
2012-08-24,Product_0025,Category_005,100.0
2012-08-25,Product_0025,Category_005,0.0
2012-08-26,Product_0025,Category_005,0.0
2012-08-27,Product_0025,Category_005,600.0
2012-08-28,Product_0025,Category_005,100.0
2012-08-29,Product_0025,Category_005,1200.0
2012-08-30,Product_0025,Category_005,1500.0
2012-08-31,Product_0025,Category_005,1700.0
2012-09-01,Product_0025,Category_005,0.0
2012-09-02,Product_0025,Category_005,0.0
2012-09-03,Product_0025,Category_005,1100.0
2012-09-04,Product_0025,Category_005,0.0
2012-09-05,Product_0025,Category_005,0.0
2012-09-06,Product_0025,Category_005,100.0
2012-09-07,Product_0025,Category_005,500.0
2012-09-08,Product_0025,Category_005,0.0
2012-09-09,Product_0025,Category_005,0.0
2012-09-10,Product_0025,Category_005,300.0
2012-09-11,Product_0025,Category_005,400.0
2012-09-12,Product_0025,Category_005,500.0
2012-09-13,Product_0025,Category_005,100.0
2012-09-14,Product_0025,Category_005,1700.0
2012-09-15,Product_0025,Category_005,0.0
2012-09-16,Product_0025,Category_005,0.0
2012-09-17,Product_0025,Category_005,0.0
2012-09-18,Product_0025,Category_005,300.0
2012-09-19,Product_0025,Category_005,300.0
2012-09-20,Product_0025,Category_005,100.0
2012-09-21,Product_0025,Category_005,0.0
2012-09-22,Product_0025,Category_005,0.0
2012-09-23,Product_0025,Category_005,0.0
2012-09-24,Product_0025,Category_005,500.0
2012-09-25,Product_0025,Category_005,0.0
2012-09-26,Product_0025,Category_005,0.0
2012-09-27,Product_0025,Category_005,300.0
2012-09-28,Product_0025,Category_005,0.0
2012-09-29,Product_0025,Category_005,0.0
2012-09-30,Product_0025,Category_005,0.0
2012-10-01,Product_0025,Category_005,2400.0
2012-10-02,Product_0025,Category_005,300.0
2012-10-03,Product_0025,Category_005,3500.0
2012-10-04,Product_0025,Category_005,4100.0
2012-10-05,Product_0025,Category_005,1300.0
2012-10-06,Product_0025,Category_005,0.0
2012-10-07,Product_0025,Category_005,0.0
2012-10-08,Product_0025,Category_005,0.0
2012-10-09,Product_0025,Category_005,2500.0
2012-10-10,Product_0025,Category_005,600.0
2012-10-11,Product_0025,Category_005,300.0
2012-10-12,Product_0025,Category_005,0.0
2012-10-13,Product_0025,Category_005,0.0
2012-10-14,Product_0025,Category_005,0.0
2012-10-15,Product_0025,Category_005,0.0
2012-10-16,Product_0025,Category_005,1000.0
2012-10-17,Product_0025,Category_005,3500.0
2012-10-18,Product_0025,Category_005,600.0
2012-10-19,Product_0025,Category_005,1000.0
2012-10-20,Product_0025,Category_005,0.0
2012-10-21,Product_0025,Category_005,0.0
2012-10-22,Product_0025,Category_005,0.0
2012-10-23,Product_0025,Category_005,4000.0
2012-10-24,Product_0025,Category_005,0.0
2012-10-25,Product_0025,Category_005,0.0
2012-10-26,Product_0025,Category_005,200.0
2012-10-27,Product_0025,Category_005,0.0
2012-10-28,Product_0025,Category_005,0.0
2012-10-29,Product_0025,Category_005,200.0
2012-10-30,Product_0025,Category_005,600.0
2012-10-31,Product_0025,Category_005,0.0
2012-11-01,Product_0025,Category_005,0.0
2012-11-02,Product_0025,Category_005,800.0
2012-11-03,Product_0025,Category_005,0.0
2012-11-04,Product_0025,Category_005,0.0
2012-11-05,Product_0025,Category_005,0.0
2012-11-06,Product_0025,Category_005,0.0
2012-11-07,Product_0025,Category_005,1000.0
2012-11-08,Product_0025,Category_005,1000.0
2012-11-09,Product_0025,Category_005,0.0
2012-11-10,Product_0025,Category_005,0.0
2012-11-11,Product_0025,Category_005,0.0
2012-11-12,Product_0025,Category_005,300.0
2012-11-13,Product_0025,Category_005,0.0
2012-11-14,Product_0025,Category_005,700.0
2012-11-15,Product_0025,Category_005,0.0
2012-11-16,Product_0025,Category_005,200.0
2012-11-17,Product_0025,Category_005,0.0
2012-11-18,Product_0025,Category_005,0.0
2012-11-19,Product_0025,Category_005,1600.0
2012-11-20,Product_0025,Category_005,1700.0
2012-11-21,Product_0025,Category_005,900.0
2012-11-22,Product_0025,Category_005,600.0
2012-11-23,Product_0025,Category_005,0.0
2012-11-24,Product_0025,Category_005,0.0
2012-11-25,Product_0025,Category_005,0.0
2012-11-26,Product_0025,Category_005,8300.0
2012-11-27,Product_0025,Category_005,1200.0
2012-11-28,Product_0025,Category_005,0.0
2012-11-29,Product_0025,Category_005,1800.0
2012-11-30,Product_0025,Category_005,200.0
2012-12-01,Product_0025,Category_005,0.0
2012-12-02,Product_0025,Category_005,0.0
2012-12-03,Product_0025,Category_005,2900.0
2012-12-04,Product_0025,Category_005,700.0
2012-12-05,Product_0025,Category_005,0.0
2012-12-06,Product_0025,Category_005,200.0
2012-12-07,Product_0025,Category_005,0.0
2012-12-08,Product_0025,Category_005,0.0
2012-12-09,Product_0025,Category_005,0.0
2012-12-10,Product_0025,Category_005,3800.0
2012-12-11,Product_0025,Category_005,100.0
2012-12-12,Product_0025,Category_005,200.0
2012-12-13,Product_0025,Category_005,0.0
2012-12-14,Product_0025,Category_005,200.0
2012-12-15,Product_0025,Category_005,0.0
2012-12-16,Product_0025,Category_005,0.0
2012-12-17,Product_0025,Category_005,0.0
2012-12-18,Product_0025,Category_005,1600.0
2012-12-19,Product_0025,Category_005,200.0
2012-12-20,Product_0025,Category_005,500.0
2012-12-21,Product_0025,Category_005,1000.0
2012-12-22,Product_0025,Category_005,0.0
2012-12-23,Product_0025,Category_005,0.0
2012-12-24,Product_0025,Category_005,0.0
2012-12-25,Product_0025,Category_005,3100.0
2012-12-26,Product_0025,Category_005,300.0
2012-12-27,Product_0025,Category_005,500.0
2012-12-28,Product_0025,Category_005,0.0
2012-12-29,Product_0025,Category_005,0.0
2012-12-30,Product_0025,Category_005,0.0
2012-12-31,Product_0025,Category_005,0.0
2013-01-01,Product_0025,Category_005,0.0
2013-01-02,Product_0025,Category_005,0.0
2013-01-03,Product_0025,Category_005,0.0
2013-01-04,Product_0025,Category_005,0.0
2013-01-05,Product_0025,Category_005,0.0
2013-01-06,Product_0025,Category_005,0.0
2013-01-07,Product_0025,Category_005,2500.0
2013-01-08,Product_0025,Category_005,300.0
2013-01-09,Product_0025,Category_005,1200.0
2013-01-10,Product_0025,Category_005,5500.0
2013-01-11,Product_0025,Category_005,0.0
2013-01-12,Product_0025,Category_005,0.0
2013-01-13,Product_0025,Category_005,0.0
2013-01-14,Product_0025,Category_005,0.0
2013-01-15,Product_0025,Category_005,3000.0
2013-01-16,Product_0025,Category_005,1600.0
2013-01-17,Product_0025,Category_005,800.0
2013-01-18,Product_0025,Category_005,2000.0
2013-01-19,Product_0025,Category_005,0.0
2013-01-20,Product_0025,Category_005,0.0
2013-01-21,Product_0025,Category_005,1000.0
2013-01-22,Product_0025,Category_005,3200.0
2013-01-23,Product_0025,Category_005,500.0
2013-01-24,Product_0025,Category_005,100.0
2013-01-25,Product_0025,Category_005,800.0
2013-01-26,Product_0025,Category_005,0.0
2013-01-27,Product_0025,Category_005,0.0
2013-01-28,Product_0025,Category_005,300.0
2013-01-29,Product_0025,Category_005,700.0
2013-01-30,Product_0025,Category_005,1300.0
2013-01-31,Product_0025,Category_005,200.0
2013-02-01,Product_0025,Category_005,1500.0
2013-02-02,Product_0025,Category_005,0.0
2013-02-03,Product_0025,Category_005,0.0
2013-02-04,Product_0025,Category_005,500.0
2013-02-05,Product_0025,Category_005,200.0
2013-02-06,Product_0025,Category_005,1000.0
2013-02-07,Product_0025,Category_005,0.0
2013-02-08,Product_0025,Category_005,0.0
2013-02-09,Product_0025,Category_005,0.0
2013-02-10,Product_0025,Category_005,0.0
2013-02-11,Product_0025,Category_005,0.0
2013-02-12,Product_0025,Category_005,1800.0
2013-02-13,Product_0025,Category_005,100.0
2013-02-14,Product_0025,Category_005,1200.0
2013-02-15,Product_0025,Category_005,800.0
2013-02-16,Product_0025,Category_005,0.0
2013-02-17,Product_0025,Category_005,0.0
2013-02-18,Product_0025,Category_005,800.0
2013-02-19,Product_0025,Category_005,0.0
2013-02-20,Product_0025,Category_005,100.0
2013-02-21,Product_0025,Category_005,500.0
2013-02-22,Product_0025,Category_005,100.0
2013-02-23,Product_0025,Category_005,0.0
2013-02-24,Product_0025,Category_005,0.0
2013-02-25,Product_0025,Category_005,1600.0
2013-02-26,Product_0025,Category_005,500.0
2013-02-27,Product_0025,Category_005,0.0
2013-02-28,Product_0025,Category_005,500.0
2013-03-01,Product_0025,Category_005,0.0
2013-03-02,Product_0025,Category_005,0.0
2013-03-03,Product_0025,Category_005,0.0
2013-03-04,Product_0025,Category_005,200.0
2013-03-05,Product_0025,Category_005,600.0
2013-03-06,Product_0025,Category_005,500.0
2013-03-07,Product_0025,Category_005,1100.0
2013-03-08,Product_0025,Category_005,800.0
2013-03-09,Product_0025,Category_005,0.0
2013-03-10,Product_0025,Category_005,0.0
2013-03-11,Product_0025,Category_005,2100.0
2013-03-12,Product_0025,Category_005,200.0
2013-03-13,Product_0025,Category_005,700.0
2013-03-14,Product_0025,Category_005,1200.0
2013-03-15,Product_0025,Category_005,500.0
2013-03-16,Product_0025,Category_005,0.0
2013-03-17,Product_0025,Category_005,0.0
2013-03-18,Product_0025,Category_005,0.0
2013-03-19,Product_0025,Category_005,2300.0
2013-03-20,Product_0025,Category_005,0.0
2013-03-21,Product_0025,Category_005,700.0
2013-03-22,Product_0025,Category_005,1300.0
2013-03-23,Product_0025,Category_005,0.0
2013-03-24,Product_0025,Category_005,0.0
2013-03-25,Product_0025,Category_005,1200.0
2013-03-26,Product_0025,Category_005,3000.0
2013-03-27,Product_0025,Category_005,100.0
2013-03-28,Product_0025,Category_005,2200.0
2013-03-29,Product_0025,Category_005,1000.0
2013-03-30,Product_0025,Category_005,0.0
2013-03-31,Product_0025,Category_005,0.0
2013-04-01,Product_0025,Category_005,0.0
2013-04-02,Product_0025,Category_005,3100.0
2013-04-03,Product_0025,Category_005,0.0
2013-04-04,Product_0025,Category_005,1200.0
2013-04-05,Product_0025,Category_005,1100.0
2013-04-06,Product_0025,Category_005,0.0
2013-04-07,Product_0025,Category_005,0.0
2013-04-08,Product_0025,Category_005,400.0
2013-04-09,Product_0025,Category_005,2500.0
2013-04-10,Product_0025,Category_005,400.0
2013-04-11,Product_0025,Category_005,100.0
2013-04-12,Product_0025,Category_005,0.0
2013-04-13,Product_0025,Category_005,0.0
2013-04-14,Product_0025,Category_005,0.0
2013-04-15,Product_0025,Category_005,0.0
2013-04-16,Product_0025,Category_005,300.0
2013-04-17,Product_0025,Category_005,1500.0
2013-04-18,Product_0025,Category_005,100.0
2013-04-19,Product_0025,Category_005,3200.0
2013-04-20,Product_0025,Category_005,0.0
2013-04-21,Product_0025,Category_005,0.0
2013-04-22,Product_0025,Category_005,0.0
2013-04-23,Product_0025,Category_005,0.0
2013-04-24,Product_0025,Category_005,0.0
2013-04-25,Product_0025,Category_005,100.0
2013-04-26,Product_0025,Category_005,1000.0
2013-04-27,Product_0025,Category_005,0.0
2013-04-28,Product_0025,Category_005,0.0
2013-04-29,Product_0025,Category_005,0.0
2013-04-30,Product_0025,Category_005,700.0
2013-05-01,Product_0025,Category_005,0.0
2013-05-02,Product_0025,Category_005,1000.0
2013-05-03,Product_0025,Category_005,0.0
2013-05-04,Product_0025,Category_005,0.0
2013-05-05,Product_0025,Category_005,0.0
2013-05-06,Product_0025,Category_005,0.0
2013-05-07,Product_0025,Category_005,1000.0
2013-05-08,Product_0025,Category_005,200.0
2013-05-09,Product_0025,Category_005,400.0
2013-05-10,Product_0025,Category_005,0.0
2013-05-11,Product_0025,Category_005,0.0
2013-05-12,Product_0025,Category_005,0.0
2013-05-13,Product_0025,Category_005,100.0
2013-05-14,Product_0025,Category_005,100.0
2013-05-15,Product_0025,Category_005,2000.0
2013-05-16,Product_0025,Category_005,1100.0
2013-05-17,Product_0025,Category_005,1200.0
2013-05-18,Product_0025,Category_005,0.0
2013-05-19,Product_0025,Category_005,0.0
2013-05-20,Product_0025,Category_005,100.0
2013-05-21,Product_0025,Category_005,300.0
2013-05-22,Product_0025,Category_005,1000.0
2013-05-23,Product_0025,Category_005,4300.0
2013-05-24,Product_0025,Category_005,1200.0
2013-05-25,Product_0025,Category_005,0.0
2013-05-26,Product_0025,Category_005,0.0
2013-05-27,Product_0025,Category_005,0.0
2013-05-28,Product_0025,Category_005,600.0
2013-05-29,Product_0025,Category_005,200.0
2013-05-30,Product_0025,Category_005,100.0
2013-05-31,Product_0025,Category_005,500.0
2013-06-01,Product_0025,Category_005,0.0
2013-06-02,Product_0025,Category_005,0.0
2013-06-03,Product_0025,Category_005,0.0
2013-06-04,Product_0025,Category_005,500.0
2013-06-05,Product_0025,Category_005,0.0
2013-06-06,Product_0025,Category_005,0.0
2013-06-07,Product_0025,Category_005,200.0
2013-06-08,Product_0025,Category_005,0.0
2013-06-09,Product_0025,Category_005,0.0
2013-06-10,Product_0025,Category_005,700.0
2013-06-11,Product_0025,Category_005,0.0
2013-06-12,Product_0025,Category_005,500.0
2013-06-13,Product_0025,Category_005,0.0
2013-06-14,Product_0025,Category_005,0.0
2013-06-15,Product_0025,Category_005,0.0
2013-06-16,Product_0025,Category_005,0.0
2013-06-17,Product_0025,Category_005,500.0
2013-06-18,Product_0025,Category_005,100.0
2013-06-19,Product_0025,Category_005,500.0
2013-06-20,Product_0025,Category_005,0.0
2013-06-21,Product_0025,Category_005,300.0
2013-06-22,Product_0025,Category_005,0.0
2013-06-23,Product_0025,Category_005,0.0
2013-06-24,Product_0025,Category_005,0.0
2013-06-25,Product_0025,Category_005,0.0
2013-06-26,Product_0025,Category_005,1100.0
2013-06-27,Product_0025,Category_005,200.0
2013-06-28,Product_0025,Category_005,0.0
2013-06-29,Product_0025,Category_005,0.0
2013-06-30,Product_0025,Category_005,0.0
2013-07-01,Product_0025,Category_005,2000.0
2013-07-02,Product_0025,Category_005,500.0
2013-07-03,Product_0025,Category_005,1500.0
2013-07-04,Product_0025,Category_005,1700.0
2013-07-05,Product_0025,Category_005,0.0
2013-07-06,Product_0025,Category_005,0.0
2013-07-07,Product_0025,Category_005,0.0
2013-07-08,Product_0025,Category_005,0.0
2013-07-09,Product_0025,Category_005,0.0
2013-07-10,Product_0025,Category_005,600.0
2013-07-11,Product_0025,Category_005,200.0
2013-07-12,Product_0025,Category_005,1000.0
2013-07-13,Product_0025,Category_005,0.0
2013-07-14,Product_0025,Category_005,0.0
2013-07-15,Product_0025,Category_005,0.0
2013-07-16,Product_0025,Category_005,900.0
2013-07-17,Product_0025,Category_005,500.0
2013-07-18,Product_0025,Category_005,600.0
2013-07-19,Product_0025,Category_005,100.0
2013-07-20,Product_0025,Category_005,0.0
2013-07-21,Product_0025,Category_005,0.0
2013-07-22,Product_0025,Category_005,0.0
2013-07-23,Product_0025,Category_005,0.0
2013-07-24,Product_0025,Category_005,1100.0
2013-07-25,Product_0025,Category_005,1100.0
2013-07-26,Product_0025,Category_005,3300.0
2013-07-27,Product_0025,Category_005,0.0
2013-07-28,Product_0025,Category_005,0.0
2013-07-29,Product_0025,Category_005,200.0
2013-07-30,Product_0025,Category_005,300.0
2013-07-31,Product_0025,Category_005,400.0
2013-08-01,Product_0025,Category_005,2000.0
2013-08-02,Product_0025,Category_005,0.0
2013-08-03,Product_0025,Category_005,0.0
2013-08-04,Product_0025,Category_005,0.0
2013-08-05,Product_0025,Category_005,0.0
2013-08-06,Product_0025,Category_005,3400.0
2013-08-07,Product_0025,Category_005,200.0
2013-08-08,Product_0025,Category_005,1200.0
2013-08-09,Product_0025,Category_005,0.0
2013-08-10,Product_0025,Category_005,0.0
2013-08-11,Product_0025,Category_005,0.0
2013-08-12,Product_0025,Category_005,0.0
2013-08-13,Product_0025,Category_005,0.0
2013-08-14,Product_0025,Category_005,1000.0
2013-08-15,Product_0025,Category_005,0.0
2013-08-16,Product_0025,Category_005,500.0
2013-08-17,Product_0025,Category_005,0.0
2013-08-18,Product_0025,Category_005,0.0
2013-08-19,Product_0025,Category_005,500.0
2013-08-20,Product_0025,Category_005,0.0
2013-08-21,Product_0025,Category_005,900.0
2013-08-22,Product_0025,Category_005,2500.0
2013-08-23,Product_0025,Category_005,1200.0
2013-08-24,Product_0025,Category_005,0.0
2013-08-25,Product_0025,Category_005,0.0
2013-08-26,Product_0025,Category_005,300.0
2013-08-27,Product_0025,Category_005,1200.0
2013-08-28,Product_0025,Category_005,0.0
2013-08-29,Product_0025,Category_005,0.0
2013-08-30,Product_0025,Category_005,1400.0
2013-08-31,Product_0025,Category_005,0.0
2013-09-01,Product_0025,Category_005,0.0
2013-09-02,Product_0025,Category_005,1200.0
2013-09-03,Product_0025,Category_005,600.0
2013-09-04,Product_0025,Category_005,300.0
2013-09-05,Product_0025,Category_005,600.0
2013-09-06,Product_0025,Category_005,200.0
2013-09-07,Product_0025,Category_005,0.0
2013-09-08,Product_0025,Category_005,0.0
2013-09-09,Product_0025,Category_005,1000.0
2013-09-10,Product_0025,Category_005,600.0
2013-09-11,Product_0025,Category_005,0.0
2013-09-12,Product_0025,Category_005,4400.0
2013-09-13,Product_0025,Category_005,200.0
2013-09-14,Product_0025,Category_005,0.0
2013-09-15,Product_0025,Category_005,0.0
2013-09-16,Product_0025,Category_005,0.0
2013-09-17,Product_0025,Category_005,1500.0
2013-09-18,Product_0025,Category_005,500.0
2013-09-19,Product_0025,Category_005,2000.0
2013-09-20,Product_0025,Category_005,1500.0
2013-09-21,Product_0025,Category_005,0.0
2013-09-22,Product_0025,Category_005,0.0
2013-09-23,Product_0025,Category_005,0.0
